id_final,filename,class,train_test_final,xmin,ymin,xmax,ymax,height,width
2765,MDURMXGD/MDURMXGD_f000038.jpg,Horse,train,254.4567736542,156.8525192707,593.4228064043,355.8673692855,360,640
2766,MDURMXGD/MDURMXGD_f000039.jpg,Horse,train,254.4567736542,156.8525192707,593.4228064043,355.8673692855,360,640
2767,MDURMXGD/MDURMXGD_f000040.jpg,Horse,train,254.4567736542,156.8525192707,593.4228064043,355.8673692855,360,640
2768,MEBKEBQT/MEBKEBQT_f000011.jpg,Otter,train,194.3713369682,30.008196721300003,278.4094474735,152.9426229508,360,640
2769,MEBKEBQT/MEBKEBQT_f000012.jpg,Otter,train,194.3713369682,30.008196721300003,273.4094471283,152.9426229508,360,640
2770,MEBKEBQT/MEBKEBQT_f000013.jpg,Otter,train,194.3713369682,30.008196721300003,277.4094471283,152.9426229508,360,640
2771,MEBKEBQT/MEBKEBQT_f000014.jpg,Otter,train,171.5,30.008196721300003,277.4094471283,144.9426229508,360,640
2772,MEBKEBQT/MEBKEBQT_f000015.jpg,Otter,train,169.5,30.008196721300003,277.4094471283,144.9426229508,360,640
2773,MEBKEBQT/MEBKEBQT_f000016.jpg,Otter,train,169.5,30.008196721300003,277.4094471283,144.9426229508,360,640
2774,MEMOAUDX/MEMOAUDX_f000033.jpg,Ibex,train,378.1653265734001,169.5,443.2522830952001,227.2022994106,360,640
2775,METEBRAC/METEBRAC_f000099.jpg,Capuchin Monkey,train,503.27391304350004,177.3586956522,566.4411492685001,231.1413043478,360,640
2776,METEBRAC/METEBRAC_f000100.jpg,Capuchin Monkey,train,503.27391304350004,177.3586956522,566.4411492685001,231.1413043478,360,640
2777,METUJKTR/METUJKTR_f000021.jpg,Mouse,train,262.4152173913,90.48710786420001,442.2847826087,246.4646182495,360,640
2778,METUJKTR/METUJKTR_f000022.jpg,Mouse,train,262.4152173913,90.48710786420001,442.2847826087,246.4646182495,360,640
2779,METUJKTR/METUJKTR_f000023.jpg,Mouse,train,262.4152173913,90.48710786420001,442.2847826087,246.4646182495,360,640
2780,METUJKTR/METUJKTR_f000024.jpg,Mouse,train,262.4152173913,90.48710786420001,442.2847826087,246.4646182495,360,640
2781,MEXEESMJ/MEXEESMJ_f000114.jpg,Marshbuck,train,168.5,91.5,565.5,252.1363636364,360,640
2782,MEXEESMJ/MEXEESMJ_f000115.jpg,Marshbuck,train,109.5,94.5,565.5,270.1363636364,360,640
2783,MEXEESMJ/MEXEESMJ_f000116.jpg,Marshbuck,train,188.5,94.5,565.5,287.1363636364,360,640
2784,MEXEESMJ/MEXEESMJ_f000117.jpg,Marshbuck,train,163.5,90.5,565.5,306.1363636364,360,640
2785,MEXEESMJ/MEXEESMJ_f000118.jpg,Marshbuck,train,161.5,86.5,584.5,318.1363636364,360,640
2786,MEXEESMJ/MEXEESMJ_f000119.jpg,Marshbuck,train,161.5,86.5,584.5,318.1363636364,360,640
2787,MGGHGFFP/MGGHGFFP_f000015.jpg,Maroon Macaque,train,301.5,115.5,486.5,268.5,360,640
2788,MGGHGFFP/MGGHGFFP_f000016.jpg,Maroon Macaque,train,301.5,115.5,486.5,268.5,360,640
2789,MGGHGFFP/MGGHGFFP_f000017.jpg,Maroon Macaque,train,301.5,115.5,486.5,268.5,360,640
2790,MGGHGFFP/MGGHGFFP_f000018.jpg,Maroon Macaque,train,301.5,115.5,486.5,268.5,360,640
2791,MGGHGFFP/MGGHGFFP_f000019.jpg,Maroon Macaque,train,301.5,115.5,486.5,268.5,360,640
2792,MHBEUFFP/MHBEUFFP_f000039.jpg,Otter,train,264.5,126.5,301.5,158.5,360,640
2793,MHBEUFFP/MHBEUFFP_f000040.jpg,Otter,train,264.5,126.5,301.5,158.5,360,640
2794,MHBEUFFP/MHBEUFFP_f000041.jpg,Otter,train,264.5,126.5,301.5,158.5,360,640
2795,MHBEUFFP/MHBEUFFP_f000042.jpg,Otter,train,264.5,126.5,301.5,158.5,360,640
2796,MHBEUFFP/MHBEUFFP_f000043.jpg,Otter,train,264.5,126.5,301.5,158.5,360,640
2797,MHDTANPL/MHDTANPL_f000005.jpg,Grey Langur,train,393.3586956522,231.50981027059998,466.1413043478,358.5248351849999,360,640
2798,MHDTANPL/MHDTANPL_f000006.jpg,Grey Langur,train,393.5,227.99996948240002,487.5,358.5,360,640
2799,MHDTANPL/MHDTANPL_f000007.jpg,Grey Langur,train,412.3586956522,224.50981027059998,484.1413043478,356.5248351849999,360,640
2800,MHDTANPL/MHDTANPL_f000008.jpg,Grey Langur,train,426.354719509,221.96564065929996,510.8609862564,356.5248351849999,360,640
2801,MHDTANPL/MHDTANPL_f000009.jpg,Grey Langur,train,436.53364741710004,217.37724420619998,524.8570125835001,350.1644111567,360,640
2802,MHDTANPL/MHDTANPL_f000068.jpg,Grey Langur,train,389.2739130435,155.5344838607,524.9260869565,320.587535954,360,640
2803,MHDTANPL/MHDTANPL_f000069.jpg,Grey Langur,train,389.5,155.5,514.5,320.5,360,640
2804,MHDTANPL/MHDTANPL_f000070.jpg,Grey Langur,train,389.2739130435,155.5344838607,513.9260869565,320.587535954,360,640
2805,MHDTANPL/MHDTANPL_f000071.jpg,Grey Langur,train,389.2739130435,155.5344838607,513.9260869565,320.587535954,360,640
2806,MHDTANPL/MHDTANPL_f000072.jpg,Grey Langur,train,394.3633759554,155.5344838607,513.9260869565,320.587535954,360,640
2807,MHJNLCCX/MHJNLCCX_f000034.jpg,Elk,train,160.219509141,129.8081008957,359.1329941033,243.0105402572,360,640
2808,MHVAFPPV/MHVAFPPV_f000033.jpg,Mule Deer,train,163.4866667361,119.0781996074,342.5400015278,333.9075829384,360,640
2809,MHVAFPPV/MHVAFPPV_f000034.jpg,Mule Deer,train,164.34000000000003,126.7559241706,320.78,333.9075829384,360,640
2810,MHVAFPPV/MHVAFPPV_f000035.jpg,Mule Deer,train,170.3133328472,121.63744112839998,351.9266651389,341.5853080569,360,640
2811,MHZWGUDX/MHZWGUDX_f000015.jpg,Hartebeest,train,34.4489291598,127.44338985870002,243.5393176998,248.3815486781,360,640
2812,MHZWGUDX/MHZWGUDX_f000016.jpg,Hartebeest,train,27.448929159800002,127.44338985870002,243.5393176998,249.3815486781,360,640
2813,MHZWGUDX/MHZWGUDX_f000017.jpg,Hartebeest,train,35.4489291598,127.44338985870002,243.5393176998,240.3815486781,360,640
2814,MHZWGUDX/MHZWGUDX_f000062.jpg,Hartebeest,train,182.08654775179997,127.24454869829998,253.26046079519998,267.1141139157,360,640
2815,MHZWGUDX/MHZWGUDX_f000063.jpg,Hartebeest,train,182.08654775179997,127.24454869829998,253.26046079519998,267.1141139157,360,640
2816,MHZWGUDX/MHZWGUDX_f000064.jpg,Hartebeest,train,182.08654775179997,127.24454869829998,253.26046079519998,267.1141139157,360,640
2817,MHZWGUDX/MHZWGUDX_f000065.jpg,Hartebeest,train,182.08654775179997,127.24454869829998,253.26046079519998,267.1141139157,360,640
2818,MIKMJFFP/MIKMJFFP_f000038.jpg,Maroon Macaque,train,291.3166978162,76.18521772609999,461.6909829805,252.14779479789996,360,640
2819,MIKMJFFP/MIKMJFFP_f000039.jpg,Maroon Macaque,train,291.3166978162,76.18521772609999,461.6909829805,252.14779479789996,360,640
2820,MIKMJFFP/MIKMJFFP_f000040.jpg,Maroon Macaque,train,291.3166978162,76.18521772609999,461.6909829805,252.14779479789996,360,640
2821,MIKMJFFP/MIKMJFFP_f000041.jpg,Maroon Macaque,train,291.3166978162,76.18521772609999,461.6909829805,252.14779479789996,360,640
2822,MIKMJFFP/MIKMJFFP_f000042.jpg,Maroon Macaque,train,291.3166978162,76.18521772609999,470.6909829805,252.14779479789996,360,640
2823,MIOBJQYT/MIOBJQYT_f000218.jpg,Hedgehog,train,324.3949152542,82.5,512.9002953794,263.5,360,640
2824,MIOBJQYT/MIOBJQYT_f000219.jpg,Hedgehog,train,331.557538036,82.5,507.6460580913,263.5,360,640
2825,MIOBJQYT/MIOBJQYT_f000220.jpg,Hedgehog,train,324.3949152542,82.5,512.9002953794,263.5,360,640
2826,MIOBJQYT/MIOBJQYT_f000221.jpg,Hedgehog,train,324.3949152542,82.5,512.9002953794,263.5,360,640
2827,MIOBJQYT/MIOBJQYT_f000222.jpg,Hedgehog,train,324.3949152542,82.5,512.9002953794,263.5,360,640
2828,MJNFHTHG/MJNFHTHG_f000027.jpg,Western Chimpanzee Young,train,287.447504943,133.5172938123,349.4909832039,242.952076421,360,640
2829,MJNFHTHG/MJNFHTHG_f000028.jpg,Western Chimpanzee Young,train,287.1960381268,133.6486638055,348.8526443628,243.2855540961,360,640
2830,MJNFHTHG/MJNFHTHG_f000029.jpg,Western Chimpanzee Young,train,287.447504943,133.5172938123,349.4909832039,242.952076421,360,640
2831,MJNFHTHG/MJNFHTHG_f000030.jpg,Western Chimpanzee Young,train,287.447504943,133.5172938123,347.6124108717,242.952076421,360,640
2832,MJNFHTHG/MJNFHTHG_f000031.jpg,Western Chimpanzee Young,train,287.447504943,138.605633035,350.157142482,242.952076421,360,640
2833,MJQNLFFP/MJQNLFFP_f000076.jpg,Otter,train,265.7307705391,121.49999999999999,345.6003357565,168.79798408529996,360,640
2834,MJQNLFFP/MJQNLFFP_f000077.jpg,Otter,train,265.7307705391,120.49999999999999,345.6003357565,168.79798408529996,360,640
2835,MJQNLFFP/MJQNLFFP_f000078.jpg,Otter,train,265.7307705391,117.49999999999999,345.6003357565,168.79798408529996,360,640
2836,MJQNLFFP/MJQNLFFP_f000079.jpg,Otter,train,265.7307705391,117.49999999999999,345.6003357565,168.79798408529996,360,640
2837,MKIAEXGD/MKIAEXGD_f000035.jpg,Horse,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2838,MKIAEXGD/MKIAEXGD_f000036.jpg,Kangaroo,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2839,MKIAEXGD/MKIAEXGD_f000037.jpg,Kangaroo,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2840,MKIAEXGD/MKIAEXGD_f000038.jpg,Kangaroo,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2841,MKIAEXGD/MKIAEXGD_f000039.jpg,Kangaroo,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2842,MKIAEXGD/MKIAEXGD_f000040.jpg,Kangaroo,train,211.03526227690003,140.2383918655,225.37138465990003,194.4557831699,360,640
2843,MKIRCRAC/MKIRCRAC_f000004.jpg,White Nosed Coati,train,83.5,134.2456521739,192.5,195.8543478261,360,640
2844,MKIRCRAC/MKIRCRAC_f000005.jpg,White Nosed Coati,train,83.5,134.2456521739,192.5,195.8543478261,360,640
2845,MKIRCRAC/MKIRCRAC_f000006.jpg,White Nosed Coati,train,83.50000000000001,134.2456521739,194.67629135790003,195.8543478261,360,640
2846,MLJGGLOH/MLJGGLOH_f000033.jpg,Guinea Pig,train,348.757835886,213.2448384069,436.3877692235,253.1758864155,360,640
2847,MLSTGQCN/MLSTGQCN_f000045.jpg,Ibex,train,187.06717437330002,92.3291721256,442.4424219657,291.0959727043,360,640
2848,MLSTGQCN/MLSTGQCN_f000046.jpg,Ibex,train,177.06717437330002,98.53838535619998,448.6516351963,298.0959727043,360,640
2849,MLSTGQCN/MLSTGQCN_f000047.jpg,Ibex,train,177.06717437330002,98.53838535619998,448.6516351963,298.0959727043,360,640
2850,MLSTGQCN/MLSTGQCN_f000048.jpg,Ibex,train,177.06717437330002,98.53838535619998,448.6516351963,298.0959727043,360,640
2851,MLSTGQCN/MLSTGQCN_f000049.jpg,Ibex,train,177.06717437330002,98.53838535619998,449.0959727043,298.0959727043,360,640
2852,MLSTGQCN/MLSTGQCN_f000050.jpg,Ibex,train,177.06717437330002,96.53838535619998,451.0959727043,298.0959727043,360,640
2853,MLUJSCNX/MLUJSCNX_f000145.jpg,Wolf,train,204.5,24.5,607.5,326.5,360,640
2854,MLUJSCNX/MLUJSCNX_f000146.jpg,Wolf,train,204.5,25.5,637.5,326.5,360,640
2855,MLUJSCNX/MLUJSCNX_f000147.jpg,Wolf,train,204.5,24.5,600.5,321.5,360,640
2856,MLUJSCNX/MLUJSCNX_f000148.jpg,Wolf,train,204.5,24.5,600.5,321.5,360,640
2857,MLUJSCNX/MLUJSCNX_f000149.jpg,Wolf,train,204.5,28.316254416999982,600.5,321.5,360,640
2858,MLUJSCNX/MLUJSCNX_f000150.jpg,Wolf,train,204.5,24.5,600.5,321.5,360,640
2859,MMFCPRSU/MMFCPRSU_f000019.jpg,Wolf,train,372.7,121.679257603,509.7,277.9550383029,360,640
2860,MMFCPRSU/MMFCPRSU_f000020.jpg,Wolf,train,372.7,121.679257603,509.7,277.9550383029,360,640
2861,MMFCPRSU/MMFCPRSU_f000021.jpg,Wolf,train,372.7,121.679257603,502.7,277.9550383029,360,640
2862,MMFCPRSU/MMFCPRSU_f000022.jpg,Wolf,train,372.7,121.679257603,502.7,277.9550383029,360,640
2863,MMFCPRSU/MMFCPRSU_f000023.jpg,Wolf,train,372.7,121.679257603,502.7,277.9550383029,360,640
2864,MMFCPRSU/MMFCPRSU_f000024.jpg,Wolf,train,372.7,121.679257603,502.7,277.9550383029,360,640
2865,MMKGAXGD/MMKGAXGD_f000036.jpg,Horse,train,62.0291445874,118.8950177936,178.6781478678,340.2829181495,360,640
2866,MMKGAXGD/MMKGAXGD_f000037.jpg,Horse,train,62.0291445874,118.8950177936,178.6781478678,340.2829181495,360,640
2867,MMKGAXGD/MMKGAXGD_f000038.jpg,Horse,train,62.0291445874,129.8950177936,177.6781478678,340.2829181495,360,640
2868,MMKGAXGD/MMKGAXGD_f000039.jpg,Horse,train,62.0291445874,117.8950177936,176.6781478678,340.2829181495,360,640
2869,MMKGAXGD/MMKGAXGD_f000040.jpg,Horse,train,62.0291445874,117.8950177936,176.3962906889,340.2829181495,360,640
2870,MMKGAXGD/MMKGAXGD_f000041.jpg,Horse,train,62.0291445874,117.8950177936,176.6781478678,340.2829181495,360,640
2871,MMMUANPL/MMMUANPL_f000001.jpg,Lion,train,341.51721809419996,50.83331298830001,631.3214784661,284.5,360,640
2872,MMMUANPL/MMMUANPL_f000002.jpg,Lion,train,341.51721809419996,50.83331298830001,631.3214784661,284.5,360,640
2873,MMMUANPL/MMMUANPL_f000003.jpg,Lion,train,338.5,54.83331298830001,631.2777709961,282.5,360,640
2874,MMMUANPL/MMMUANPL_f000004.jpg,Lion,train,342.51757876650004,47.83331298830001,631.3214784661,276.5,360,640
2875,MMMUANPL/MMMUANPL_f000005.jpg,Lion,train,342.51757876650004,49.83331298830001,631.3214784661,273.5,360,640
2876,MMMUANPL/MMMUANPL_f000006.jpg,Lion,train,344.5172184656001,51.83331298830001,631.3214784661,273.5,360,640
2877,MMSNUCNX/MMSNUCNX_f000000.jpg,Wolf,train,149.0,69.0,463.5,257.2349839783,360,640
2878,MMSNUCNX/MMSNUCNX_f000001.jpg,Wolf,train,149.0,69.0,463.5,257.2349839783,360,640
2879,MMSNUCNX/MMSNUCNX_f000091.jpg,Wolf,train,254.06605222889996,71.5,613.6676710426,260.0,360,640
2880,MMSNUCNX/MMSNUCNX_f000092.jpg,Wolf,train,254.06605222889996,71.5,613.6676710426,260.0,360,640
2881,MMSNUCNX/MMSNUCNX_f000093.jpg,Wolf,train,254.0,71.5,613.5,260.0,360,640
2882,MMSNUCNX/MMSNUCNX_f000094.jpg,Wolf,train,254.06605222889996,71.5,613.6676710426,260.0,360,640
2883,MMSNUCNX/MMSNUCNX_f000095.jpg,Wolf,train,254.06605222889996,71.5,613.6676710426,260.0,360,640
2884,MMSNUCNX/MMSNUCNX_f000096.jpg,Wolf,train,254.06605222889996,71.5,613.6676710426,260.0,360,640
2885,MMZELSDK/MMZELSDK_f000124.jpg,Donkey,train,117.4066666667,162.5852390219,307.5533333333,336.4668246445,360,640
2886,MPRWLFFP/MPRWLFFP_f000035.jpg,Maroon Macaque,train,131.5,99.5,508.5,318.5,360,640
2887,MPRWLFFP/MPRWLFFP_f000036.jpg,Maroon Macaque,train,131.5,99.5,500.5,328.5,360,640
2888,MPRWLFFP/MPRWLFFP_f000037.jpg,Maroon Macaque,train,131.5,99.5,476.5,341.5,360,640
2889,MPRWLFFP/MPRWLFFP_f000038.jpg,Maroon Macaque,train,121.3210741762,99.5,466.3210741762,273.1395759717,360,640
2890,MPRWLFFP/MPRWLFFP_f000039.jpg,Maroon Macaque,train,116.68688088909997,102.04416933700001,465.048709143,273.1395766576,360,640
2891,MPRWLFFP/MPRWLFFP_f000040.jpg,Maroon Macaque,train,116.68688088909997,102.04416933700001,462.048709143,273.1395766576,360,640
2892,MPUXONPO/MPUXONPO_f000021.jpg,Hyena,train,405.5,151.5,529.5,331.5,360,640
2893,MPUXONPO/MPUXONPO_f000022.jpg,Hyena,train,415.5,151.5,529.5,338.5,360,640
2894,MPUXONPO/MPUXONPO_f000023.jpg,Hyena,train,415.5,151.5,529.5,338.5,360,640
2895,MPUXONPO/MPUXONPO_f000024.jpg,Hyena,train,415.5,151.5,529.5,338.5,360,640
2896,MPUXONPO/MPUXONPO_f000025.jpg,Hyena,train,417.5,157.5,534.4999995232,331.5,360,640
2897,MPUXONPO/MPUXONPO_f000026.jpg,Hyena,train,420.5,158.5,534.5,338.5,360,640
2898,MPYYAUUF/MPYYAUUF_f000031.jpg,Impala,train,49.139999999999986,164.91706534580004,257.6617707963,299.7843601896001,360,640
2899,MQFMBVYU/MQFMBVYU_f000032.jpg,Leopard,train,286.6315641968,240.53949983300004,551.2368036643,280.5921492914,360,640
2900,MQFMBVYU/MQFMBVYU_f000033.jpg,Leopard,train,286.6315641968,240.53949983300004,551.2368036643,280.5921492914,360,640
2901,MQFMBVYU/MQFMBVYU_f000034.jpg,Leopard,train,286.6315641968,240.53949983300004,551.2368036643,280.5921492914,360,640
2902,MQFMBVYU/MQFMBVYU_f000035.jpg,Leopard,train,286.6315641968,240.53949983300004,551.2368036643,280.5921492914,360,640
2903,MQFMBVYU/MQFMBVYU_f000036.jpg,Leopard,train,286.6315641968,240.53949983300004,551.2368036643,280.5921492914,360,640
2904,MQLOJRAC/MQLOJRAC_f000042.jpg,Capuchin Monkey,train,365.7260869565,129.302173913,439.0739130435,196.997826087,360,640
2905,MQNEXXGD/MQNEXXGD_f000020.jpg,Horse,train,108.23547094189999,131.1761565836,544.5901803607,355.6565836299,360,640
2906,MQNEXXGD/MQNEXXGD_f000021.jpg,Horse,train,108.23547094189999,131.1761565836,544.5901803607,355.6565836299,360,640
2907,MQNEXXGD/MQNEXXGD_f000022.jpg,Horse,train,108.23547094189999,131.1761565836,544.5901803607,355.6565836299,360,640
2908,MQNEXXGD/MQNEXXGD_f000023.jpg,Horse,train,108.23547094189999,131.1761565836,544.5901803607,355.6565836299,360,640
2909,MQNEXXGD/MQNEXXGD_f000024.jpg,Horse,train,108.23547094189999,131.1761565836,544.5901803607,355.6565836299,360,640
2910,MRFFJFKM/MRFFJFKM_f000008.jpg,Meerkat,train,317.69782608700007,100.5,408.00217391300004,328.5,360,640
2911,MRFFJFKM/MRFFJFKM_f000009.jpg,Meerkat,train,317.69782608700007,100.5,408.00217391300004,328.5,360,640
2912,MRFFJFKM/MRFFJFKM_f000010.jpg,Meerkat,train,317.69782608700007,100.5,408.00217391300004,328.5,360,640
2913,MRFFJFKM/MRFFJFKM_f000011.jpg,Meerkat,train,317.69782608700007,100.5,408.00217391300004,328.5,360,640
2914,MRFFJFKM/MRFFJFKM_f000012.jpg,Meerkat,train,317.69782608700007,100.5,408.00217391300004,328.5,360,640
2915,MRPAWXGD/MRPAWXGD_f000037.jpg,Horse,train,348.2324233721,88.89857651249999,534.5749732953,340.5320284698,360,640
2916,MRPAWXGD/MRPAWXGD_f000038.jpg,Horse,train,348.2324233721,88.89857651249997,539.8591514827,351.8131672598,360,640
2917,MRPAWXGD/MRPAWXGD_f000039.jpg,Horse,train,348.2324233721,88.89857651249999,535.5749732953,343.5320284698,360,640
2918,MRPAWXGD/MRPAWXGD_f000040.jpg,Horse,train,348.2324233721,88.89857651249999,535.5749732953,343.5320284698,360,640
2919,MRPAWXGD/MRPAWXGD_f000041.jpg,Horse,train,348.2324233721,88.89857651249999,535.5749732953,343.5320284698,360,640
2920,MRPAWXGD/MRPAWXGD_f000042.jpg,Horse,train,348.2324233721,88.89857651249999,535.5749732953,343.5320284698,360,640
2921,MRSUAXGD/MRSUAXGD_f000039.jpg,Horse,train,88.99699398799999,83.7078076135,556.5460921844,348.3754448399,360,640
2922,MRSUAXGD/MRSUAXGD_f000040.jpg,Horse,train,88.99699398799999,84.7078076135,568.9589178357,354.3754448399,360,640
2923,MRSUAXGD/MRSUAXGD_f000041.jpg,Horse,train,88.99699398799999,83.7078076135,560.5460921844,345.3754448399,360,640
2924,MRSUAXGD/MRSUAXGD_f000042.jpg,Horse,train,88.99699398799999,83.7078076135,560.5460921844,345.3754448399,360,640
2925,MRSUAXGD/MRSUAXGD_f000043.jpg,Horse,train,88.99699398799999,83.7078076135,560.5460921844,345.3754448399,360,640
2926,MRSUAXGD/MRSUAXGD_f000044.jpg,Horse,train,88.99699398799999,83.7078076135,560.5460921844,345.3754448399,360,640
2927,MSBNPXGD/MSBNPXGD_f000027.jpg,Horse,train,267.0375029614,85.0551601423,345.963841445,232.9839857651,360,640
2928,MSBNPXGD/MSBNPXGD_f000028.jpg,Horse,train,282.0375029614,85.05516014230001,350.963841445,210.48220640570003,360,640
2929,MSBNPXGD/MSBNPXGD_f000029.jpg,Horse,train,279.0375029614,73.0551601423,358.963841445,195.9839857651,360,640
2930,MSBNPXGD/MSBNPXGD_f000030.jpg,Horse,train,279.0375029614,65.05516014230001,364.963841445,194.48220640570003,360,640
2931,MSBNPXGD/MSBNPXGD_f000031.jpg,Horse,train,280.0375030567,61.0551601423,371.9638426848,185.4822064057,360,640
2932,MSBNPXGD/MSBNPXGD_f000032.jpg,Horse,train,245.50000000000003,61.0551601423,378.96384268480006,306.5,360,640
2933,MSMZGBQT/MSMZGBQT_f000017.jpg,Otter,train,256.5711755233,130.7222540046,317.3103059581,247.8961670481,360,640
2934,MSMZGBQT/MSMZGBQT_f000018.jpg,Otter,train,256.5,130.7631578947,317.1296296296,247.0,360,640
2935,MSMZGBQT/MSMZGBQT_f000019.jpg,Otter,train,256.5711755233,130.72225400459996,317.3103059581,239.89616759959998,360,640
2936,MSMZGBQT/MSMZGBQT_f000020.jpg,Otter,train,261.660638744,130.72225400460002,303.0628143193,240.63822022460002,360,640
2937,MSMZGBQT/MSMZGBQT_f000021.jpg,Otter,train,256.4777361595,130.72225400459996,313.2417407607,238.09404745819998,360,640
2938,MSMZGBQT/MSMZGBQT_f000022.jpg,Otter,train,271.5799542284001,130.7222540046,322.6800891230001,180.2659249369,360,640
2939,MSSIZSDK/MSSIZSDK_f000042.jpg,Donkey,train,115.22494212540002,139.3978929982,158.09410108230003,213.5120125712,360,640
2940,MTCYBIWJ/MTCYBIWJ_f000038.jpg,Reindeer,train,259.06,247.89336492889998,340.8333333333,339.45258060109995,360,640
2941,MTCYBIWJ/MTCYBIWJ_f000039.jpg,Reindeer,train,259.06,247.89336492889998,340.8333333333,339.45258060109995,360,640
2942,MTCYBIWJ/MTCYBIWJ_f000040.jpg,Reindeer,train,259.06,247.89336492889998,340.8333333333,339.45258060109995,360,640
2943,MTNNEXGD/MTNNEXGD_f000012.jpg,Kangaroo,train,235.7280212599,191.7073640176,454.257321827,313.414387833,360,640
2944,MTNNEXGD/MTNNEXGD_f000013.jpg,Kangaroo,train,224.7280212599,191.7073640176,459.380195173,314.414387833,360,640
2945,MTNNEXGD/MTNNEXGD_f000014.jpg,Kangaroo,train,220.7280212599,191.7073640176,460.257321827,312.5617818108,360,640
2946,MTNNEXGD/MTNNEXGD_f000015.jpg,Kangaroo,train,218.7280212599,191.7073640176,460.257321827,311.5617818108,360,640
2947,MTNNEXGD/MTNNEXGD_f000016.jpg,Kangaroo,train,218.7280212599,191.7073640176,460.257321827,313.5617818108,360,640
2948,MTQRDXGD/MTQRDXGD_f000009.jpg,Horse,train,6.912825651299954,61.275800711700015,546.1332665331,354.6886120996,360,640
2949,MTQRDXGD/MTQRDXGD_f000010.jpg,Horse,train,6.912825651299954,63.275800711700015,556.1332665331,346.6886120996,360,640
2950,MTQRDXGD/MTQRDXGD_f000011.jpg,Horse,train,6.912825651299954,70.27580071170001,560.1332665331,348.0017793594,360,640
2951,MTQRDXGD/MTQRDXGD_f000012.jpg,Horse,train,9.912825651299954,75.27580113560003,556.1332665331,339.0017793594,360,640
2952,MTQRDXGD/MTQRDXGD_f000013.jpg,Horse,train,5.912823362500035,81.27580071170001,585.1332689173,348.0017793594,360,640
2953,MTQRDXGD/MTQRDXGD_f000014.jpg,Horse,train,5.912823362500035,63.5,591.1332689173,348.0017793594,360,640
2954,MTRFCGCS/MTRFCGCS_f000010.jpg,Dog,train,372.5,199.5,420.5,237.5,360,640
2955,MTRFCGCS/MTRFCGCS_f000011.jpg,Dog,train,372.5,199.5,420.5,237.5,360,640
2956,MTRFCGCS/MTRFCGCS_f000012.jpg,Dog,train,372.5,199.5,420.5,237.5,360,640
2957,MTRFCGCS/MTRFCGCS_f000013.jpg,Dog,train,372.5,199.5,420.5,237.5,360,640
2958,MTRFCGCS/MTRFCGCS_f000014.jpg,Dog,train,370.5,204.5,414.5,238.5000000848,360,640
2959,MTRFCGCS/MTRFCGCS_f000015.jpg,Dog,train,370.5,204.49999983049997,413.5,237.49999999999997,360,640
2960,MTTSAXGD/MTTSAXGD_f000028.jpg,Horse,train,15.871105848100001,82.92424242419999,414.1392785571,313.3790035587,360,640
2961,MTTSAXGD/MTTSAXGD_f000029.jpg,Horse,train,15.871105848100001,82.92424242419999,414.1392785571,313.3790035587,360,640
2962,MTTSAXGD/MTTSAXGD_f000030.jpg,Horse,train,47.8711058481,82.92424242419999,408.6382765531,313.3790035587,360,640
2963,MTTSAXGD/MTTSAXGD_f000031.jpg,Horse,train,21.8711058481,82.92424242419999,390.1392785571,317.3790035587,360,640
2964,MTTSAXGD/MTTSAXGD_f000032.jpg,Horse,train,21.8711058481,84.92424242419999,372.1392785571,320.3790035587,360,640
2965,MTTSAXGD/MTTSAXGD_f000033.jpg,Horse,train,21.8711058481,83.9242424242,363.1392785571,158.3647686833,360,640
2966,MTUWNHDP/MTUWNHDP_f000034.jpg,Chipmunk,train,4.766666666700019,96.89810426539998,392.8866666667,281.8696682464,360,640
2967,MTUXTKEW/MTUXTKEW_f000033.jpg,Pika,train,114.29048018079999,235.01605245130003,187.9316610143,276.00171667020004,360,640
2968,MUSNPUUF/MUSNPUUF_f000035.jpg,Impala,train,253.94,49.125592417099995,351.6991403657,206.4573766201,360,640
2969,MUSNPUUF/MUSNPUUF_f000036.jpg,Impala,train,253.94,49.125592417099995,351.6991403657,206.4573766201,360,640
2970,MUSNPUUF/MUSNPUUF_f000037.jpg,Impala,train,253.94,49.125592417099995,351.6991403657,206.4573766201,360,640
2971,MUWZLLFV/MUWZLLFV_f000014.jpg,Giant Gerbil,train,345.89682539679995,222.06807319359996,454.02606738009996,254.87499999999997,360,640
2972,MUWZLLFV/MUWZLLFV_f000016.jpg,Giant Gerbil,train,345.8968253968,222.51973712840004,454.6378449646,254.87500000000003,360,640
2973,MWABZJQK/MWABZJQK_f000105.jpg,Puma,train,341.5189565227,127.09264324010002,360.2242282628,205.7659131606,360,640
2974,MWABZJQK/MWABZJQK_f000106.jpg,Puma,train,341.5189565227,127.09264324010002,360.2242282628,205.7659131606,360,640
2975,MWABZJQK/MWABZJQK_f000107.jpg,Puma,train,341.5189565227,127.09264324010002,360.2242282628,205.7659131606,360,640
